UserID,User,Comment Tokenize,Label
8956,Khanh Khanh,2 món trà chanh ning sữa_tươi trân_châu đường đen ngon trà chanh đá đập uống kèm trân_châu trắng ngon trà đậm chua ngot vừa_phải sữa_tươi là_đà lạt milk uống yên_tâm trân chua nóng mềm ngon,Positive
8957,Minh Trang,nghiền trà chanh hk 1 li đường mua xong tự_nhiên thèm sữa_tươi tcđ ghé 1 li 35k nha trân_châu mềm vs thơm lắm uống sữa tc trời thích xài đà lạt milk,Positive
8958,Châu Đào Ngọc,quỡn quỡn mua bánh xong chạy quán trà chanh quen_thuộc bung xả dĩa đựng bánh dĩa quán lót ly trà_chanh_nha trung_thành món trà chanh_hk chua chua_ngọt thơm thơm trời nắng_nóng uống ly 2k chất,Positive
8959,Huệ Phạm,nguyên menu trà chanh trà tắc uống không trà tắc uống oki lắm trân_châu trắng ngon quán sữa_tươi trân_châu đường đen quán dễ_thương lắm,Neutral
8960,Đỗ Đỗ,đợt nghiện trà chanh uống ly hồng trà tắc trân_châu trắng 2k quý dzị vị trà chỗ uống lắm thơm hẳn quán chi_nhánh đường trần khắc chân chi_nhánh cũ không_gian kiểu town hồng kong_vậy bàn ghế góc tường đèn_chùm cửa_hiệu chủ am_hiểu hong kong cỡ,Positive
8961,Thuý Ngọc,sữa_tươi trân_châu đường đen không chê sữa đá trân_châu mềm ấm đậm_đà 35k 1 ly sữa_tươi đắt the aley đậm_đà không_gian thoáng mát sạch_sẽ không muỗi hihi nguyên bảng_hiệu bự chà_bá nổi_bật dịch_vụ anh_chị dễ_thương phục_vụ tiền xong sữa,Negative
8962,Trần Phong Đỗ,ghiền trà chanh dạo uống xe đẩy đặng dung uống miết trà sữa đặc_sản thử trà chanh_hk nha duy_nhất xài chanh vàng thơm vị hẳn chanh_xanh trà ngon đậm bùn uống bao tỉnh cafe món thử hài_lòng sữa_tươi tam nương trân_châu đường đen thịnh ầm_ầm bữa toilet vô_tình bếp thây cảnh nấu trân_châu vệ_sinh nồi trân_châu hấp_dẫn phết xài đường dark brown hàn_quốc bay mùi thơm_nức thơm order uống thử sữa dalat mik thơm béo ngon bàn trân_châu dai mềm vừa_phải thấm đường trân_châu 2 hoà ok giá 35k ly to duyệt hôm ghé order chục ly team mẹ khoái lun thành quen ning_cha giá tốt chất_lượng sản_phẩm uống thường_xuyên,Positive
8963,Lồng Đèn Giá Rẻ,lắm viết rv ning tuần phòng tổ chưc sinh order 30 ly sữa_tươi tam nương sữa_tươi tcd 15 ly trà chanh_hk đợi uống trà thích trà chanh mát chanh_thơm sữa_tươi tam nương ngon nha trân_châu sên đường đen thơm lắm thấm trân_châu ko đổ đường ngâm tc sữa xài đà lạt milk ok lắm ly 35k ổn team uống liên_tục order menu nhưnh món món giá_cả mềm hợp_lý môic ko ép miêng ly chở văng nươc nắp ly ko cẩn_thận đổ lắm,Positive
8964,Ly Nguyen,ghé mua đầu cảm_nhận ko nhiệt_tình lắm best seler sữa_tươi tam nương ko vẻ khó_chịu order cty uống nhạt trc đá hơi ghé mua tầm 16h báo trân_châu 19h báo order ko đc tiệm kêu lỗi menu chạy tiệm mua đc mua đc order hen thích chỗ món ngon ning,Positive
8965,Kiều Danh,thích uống trà chanh trà ngon rẻ ly dao_động tầm 20 40k hà delivery now khuyến_mãi rẻ canh thoải_mái vị trà chỗ trân_châu ngon hè nóng_nực 1 ly trà chanh uống giải nhiết dzách,Positive
8966,Thuỳ Nhung,chiều now đồ uống nóng_nực ningcha mát thik trà chanh hongkong trà đậm thơm trân_châu trắng dai lát chanh trà thơm ngon now giao văn_phòng shiper cực dễ_thương giao đừng ngại không địa_điểm uống hợp_lý chiều dân văn_phòng nha,Positive
8967,Esther Nguyen,dòng sữa_tươi trân_châu đường đen stcđ ngoại_trừ the aley mê sữa_tươi tam nương ningchahklemontea có_giá 32 cành 6 giá 35 cành nha quí dị sữa_tươi ningcha béo độ đà lạt milk rich lùn uống thích trân_châu mềm mềm dai dai ngon đợt trân_châu không ngon lắm cải_thiện ngon sữa_tươi tam nương cháy hàng liên_tục thèm dặn chủ canh mua mua không ổn_định chích sữa_tươi tam nương ningcha chi_nhánh rộng chỗ đậu xe hạn_chế,Neutral
8968,B Mai Luu,dạo món sữa_tươi trân_châu đường đen trào_lưu bắt_nguồn the aley quán cảning đồn ning ngon cty mua uống thửtụi ly k đá đá sữa không nhạtsữa tươi ning nhạt béo ngonquậy uống vừa_miệng trân_châu k đổ đường lênđộ dai dẻo trân_châu k sánh dc v the aley đỡ ngon sữa osu ngon nhấtchắc đổ sữa uống mát ngon ning ngon thử cạnh xuất_sắc ning trà chanh hong_kong 1 ly sữa_tươi tam nương stcđ tam nương v 32k rẻ,Positive
8969,Cowcow,mua sữa_tươi 56 phục_vụ tệ nữ mắt hí đeo kính tóc mái lưa_thưa đứng ỏd thái_độ nạt ng mua hàng thich ún sữa_tươi ghé mua mong chủ tiệm biện_pháp cải_thiện bn đừng đứng ord tks u,Negative
8970,Kel_Jang,sữa_tươi trân_châu đường đen ngon tầm 32k li size m trân_châu dẻo thơm ko trà chanh ngon thân_thiện không_gian quán design bình_thường,Positive
8971,Châu Đào Ngọc,hôm trời mưa đứa 1 kêu menu xong bày chụp choẹt trò sống ảo thích trà chanh hk chanh vàng thơm vị trà đậm mát ngon giải_nhiệt tốt ko order uống thường_xuyên thử thạch tắc xí muội_nha giá mêm chất_lượng,Positive
8972,Nana Phạm,mặt_bằng ngon sữa béo không lạt trân_châu dẻo thơm giá_cả ổn ủng_hộ,Positive
8973,Hà Mi,chiều team order trà chanh uống thích hồng trà tắc trà thơm đậm vị chua chua_ngọt đá uống trà tắc đá nhuyễn không đá quán thạch tắc xí muội quán ngon lắm dai dai thơm thơm xí muội ủng_hộ quán hoài,Positive
8974,An Nguyễn,dạo cơn_sốt sữa_tươi trân_châu đường đen ning món sữa_tươi tam nương order uống thử sữa không j trân_châu nhai giá 1 ly 32k thử,Negative
8975,CẢNH Nguyễn,team hôm thua chầu ma sói mua ning đãi phòng uống trà chanh ning nổi_tiếng trà rẻ ngon quán pha trà không chua uống vừa_miệng hẳn ly 1 uống phát no trân_châu trắng ngon ngang_ngửa tiệm trà sữa trà đá trà đặt_hàng hơi bất_tiện,Positive
8976,Luận Danh,ning quán quen_thuộc order quán thích uống lục trà đại_tỷ ngon tốt tiêu_hoá yakul chời toping no_nê tam nương thử ngon bá cháy,Positive
8977,Trúc Minh,trà bình_thường trà cũngc không xuất_sắc lắm trân_châu trắng bình_thường ko ấn_tượng ghi bút_lông ly đọc ko ko order quán cân_nhắc mua máy_in sticker tiện lỡ order ko ly hihi,Neutral
8978,Bảo Hân,thường_xuyên chỗ hôm_nay bánh_tráng chiên xịt nửa hộp bánh_tráng vụn đáy hộp không dịch ko giá y cũ không ủng_hộ,Neutral
8979,Gia Linh Trần,bánh_tráng giâ hơi mắc tí thu_hút choá trời dth mập cưng kêu nha đồ mập z nựng quán nha dth,Neutral
8980,Nguyễn Ngọc Anh,bánh_tráng hồng dô lợi_hại vô tác_dụng nhuận_tràng liền viết dòng ôm bụng đau ê_ẩm vật_vã khóc xong cấy gọn poster góc,Negative
8981,Ngọc Châu Trương,thích bánh_tráng bơ đơn_giản bơ muối trứng nhâm_nhi thú_vị vỏ bánh_tráng ko khô_cứng bánh_tráng bình_thường khô_cứng gió,Positive
8982,Quyên,quán cân_nhắc nha ép hồng sửa xong hình_như bàn ghế quán sát kêu không tùy_nha 2 đứa kêu trà tắc ừm 1 ly trà tắc 15k bưng kêu tiền shock,Negative
8983,Trâm Phạm,đồng_nghiệp khen bánh_tráng sốt me bơ ngon lắm rủ hoài thầm ngon giới_thiệu thôi_thì thử coi đầu_tiên_cảm_nhận bé tẹo đồ_hàng phục vô chẳng ngon mắc 20k mua bịch tráng trộn ngon thất_vọng không sốt me bơ không xíu mua í,Neutral
8984,Minh Ho,2 cảm chất_lượng tệ hẳn sốt_me dở bơ không béo dịu bề_ngoài hủ sốt không ngon_lành hấp_dẫn sốt bơ tắc đỡ xíu nhân bánh_tráng lèo_tèo không khuyến_mãi giá 20k hơi mắc ngon phốt vụ không vệ_sinh ủng_hộ bắc kế sạch_sẽ ok giá hợp_lý không,Negative
8985,Cháo Yến Mạch,bánh cũ dính dính bàn ghế dơ_dáy xung_quanh chục ruồi bay quanh quanh phủi ruồi liên_tục kế bàn chỗ rác đồ thừa quán ghê nguyên bịch rác to_đùng mặt,Neutral
8986,Nam Ph Qg,thiếu_thốn dở kinh_hồn,Negative
8987,Thiênn Ân,ngon,Positive
8988,Heohaman,công_ty bánh_tráng sốt_me sốt bơ bánh_tráng châm chỗ chil nhè_nhẹ chị_em cty order bánh_tráng sốt me vặt xế_chiều 1 20k rẻ tương_đối 1 tuần cách_ly hai tranh_thủ phóng xe bình thạnh q4 thoã mãn thèm bánh_tráng bánh_tráng sẵn mua nhanh_chóng đông them bịch ớt kèm mn cay cay bắt miệng fan bánh_tráng order dài_dài,Positive
8989,Hà Hà,thích bánh_tráng hôm_nay 1 cực_kì dở_tệ thất_vọng 1 bé tí không rau trứng hành phi nước_chấm không ngon không xứng_đáng giá tiền 20k không,Negative
8990,Liên Phụng,ăn_ở chi_nhánh 10 ổn thử chi_nhánh 4 dở_tệ bánh_tráng 3 hộp 2 trắng_bóc trứng hành phi mùi bánh_tráng thum_thủm kiểu bánh_tráng dính sốt me kì không,Negative
8991,Dân Bích Chương,hồi 4 bánh_tráng hồng xế_chiều biến_tấu bánh_tráng sáng_tạo độ ăn_không chán nhiêu 60k không mắc 4 5 bánh_bèo ổn phết giao hàng không đợi giá 1 món không mắc hợp_lí mua giao hàng ghé quán vệ_sinh không hộp giao ổn,Negative
8992,Thảo Hoàng,bánh_tráng cuộn hồng 23 đường 1 q4 sốt me vừa_miệng vị chua ngậy sốt mayon bánh_tráng cuộn chặt chấm tì_tì ko hề ngán sốt sệt thơm bùi_bùi bánh_tráng phomai pate thịt bằm bánh_tráng đc chiên sơ thấm_đẫm bột phomai bùi thom trộn bát inox pate trứng cút chả trộn kệ gắp bánh_tráng pate pate mua đóng_hộp chs ngon bánh_tráng bơ muối ko gu ko vị hơi trơ muối ớt phết khô,Positive
8993,Nothing Noone,toàn ship đợt thèm 3 bánh_tráng 1 trứng bơ 2 bánh_tráng trộn pate ngon bánh_tráng mềm dẻo chấm me bơ béo béo bánh_tráng trứng bơ muối tưởng đơn_giản mặn mặn béo béo thích bánh_tráng trộn pate okay ko mê lắm gioa hàng quán sẵn ổn ko đau bụng,Positive
8994,PY,ăn_ở nổi_tiếng chất_lượng ok lắm nổi_tiếng qá chất_lượng kém giá nhớ_đời ko mua 1 bánh_tráng chiên 2 ok ko phiên 2 3 nhai cọng thun màu vàng quên quăn thùng rác kịp chụp hình mún ói bánh_tráng sẵn cứng,Negative
8995,Nothing Noone,toàn ship vị ngon vụ ko ko,Positive
8996,Trinh Nguyễn,giảm_giá sản_phẩm 20k không bánh_tráng tỏi chút_xíu le hoe cộng không sắc thua bánh trộn 10k chủ quán giá_cả buôn_bán kì lắm vọng vô_cùng không lai,Negative
8997,Nguyên Thuỳ,không bình_luận dở_dở_tệ goviet bánh_tráng hồng order thử mắc không xong pahir móc họng ói buôn_bán không chân_thật kì_cục hình goviet đời,Negative
8998,Tiny,tiệm bánh_tráng thần_thánh thèm tấp bánh_tráng ngon rẻ chất_lượng order 1 bánh_tráng chiên pate 1 bánh_tráng pate đứa ghét pate pate xiêu_lòng pate màu hồng ruốc mềm cực_kì béo béo ngậy ngon xong thèm bánh_tráng chiên giòn_rụm lắc bột phô_mai kèm vs pate véo sảy bánh_tráng trộn pate cực phẩm bánh_tráng trộn tắc ngon quết pate béo ngon không_tưởng tầm 15 20k ngon lắm,Positive
8999,Duy Hoài,phục_vụ chả coi khách_hàng ông_già coi khách_hàng cỏ rác,Neutral
9000,Du Phi,bánh_tráng tráng nhạt_nhẽo 20k 1phan trứng cút hành phi nước_chấm đường pha tương_ớt tệ ji review 1 bánh_tráng tệ v,Negative
9001,Vy Ngọc,tạm bánh_tráng chấm me bơ bánh_tráng hơi cứng nc lọc thoa tí r ms kéo cắt gỏi xoài khô gà lá chánh xoài giá hơi hơi k hợp_lí vs chất_lượng lắm,Negative
9002,7610,quán quán mở_cửa vắng hai hai bánh_tráng chấm sốt me bơ hai gỏi xoài ngon cực_kì món lạ vị không ấn_tượng lắm bánh_tráng không bánh_tráng dẻo trứng cút xoài rau hành phi_đồ ngon sốt me bơ thơm lạ ấn_tượng đầu vị chua chua_ngọt béo béo lắm gỏi xoài không cực ngon xoài kiểu kỹ giòn chua chua xong trộn khô bò rau_thơm hành phi đậu_phộng giòn giòn bùi bùi nước_mắm trộn pha ớt đường bình_thường trộn cực kích_thích vòng_vòng ngõ_hẻm bảng bé xíu quán phục_vụ một_mình không đòi_hỏi niềm_nở không nạt_nộ liền bánh_tráng sẵn ngon hơi cực ship tiện,Positive
9003,Doan Sang,ăn_không ngon quảng_cáo tạm không hợp_khẩu_vị nước_chấm đặc_sắc lắm ngán chán 6,Negative
9004,Buithithaonhi,bánh_tráng giới_thiệu ship 4 q2 bánh mềm ngon bánh_tráng vị lạ ngon bánh_tráng chiên pate cực phẩm thử báng tráng me bơ thích bánh_tráng trộn k cay đc bánh_tráng trộn tỏi ngon,Positive
9005,Thanh Lê,thất_vọng bánh_tráng bánh cứng trứng rau hành phi đằng nguyên cục bánh_tráng cứng bở miệng không nhai bánh_tráng xoài trứng muối thịt ngán lắm xoài đỡ ngán cọng xoài leo queo bánh_tráng chiên phomai ngon order bánh_tráng cân_nhắc_nha,Negative
9006,River,bánh_tráng chán kinh_hồn bé xíu đc tí hành trứng cút chẻ 4 sốt me chán tóm ko xứng giá tiền ko,Negative
9007,Ngcjenny0319,lạy hồn bánh_tráng trộn 20k má ko 1 j 1 trứng cút chẻ đôi chửi thề kiểu 1 quán giàu chạy mặt chỗ,Neutral
9008,Nguyen Mai Ngoc Chau,giao hàng k order order bánh_tráng chấm muối tắc xanh bánh_tráng bánh_tráng chiên phô_mai bánh_tráng trộn bánh_tráng trứng bơ muối bánh_tráng thịt bằm đơn hàng coi order ko zạ quán giao ly mắm đổ từa lưa chả,Neutral
9009,Lâm Alita,nuớc chấm nổi_tiếng ngon bánh_tráng vô_cùng lỏng_lẻo miệng toàn bánh_tráng chất_lượng không 20k,Neutral
9010,Mỹ Anh Nguyễn Thị,4 bánh_tráng trộn hồng bánh_tráng đặc_trưng 4 thích bánh_tráng chiên phô_mai bánh_tráng pate thịt bằm bánh_tráng nha siêu ngon giá trung_bình tầm 20k thui,Positive
9011,QL,thèm order now order 2 40k 20 sốt me hơi ko hic hơi lạt hy_vọng quán 1 nước_chấm mặn order,Neutral
9012,Tâm Nguyễn,đầu ngon xuất_sắc quán deli bánh_tráng cứng kh ngon trc giá 20k ổn chất_lượng nchung thử hjhj,Positive
9013,Jen P,nước_chấm không loãng không đậm_đà bánh_tráng khô không trứng toàn hành phi thường_xuyên hnay cực_kỳ khó_chịu nâng_giá chất_lượng đc buồn,Negative
9014,Taminhtri2710,50 đăt vê 3 món bánh trắng trộn thịt pate ko thấm lắm bánh trăng cứng bánh trắng cuộn bơ ngon nước_chấm ko ngon bánh trăng trứng ngon_béo hài_lòng 3 món 20k rẻ lai thường_xuyên,Positive
9015,Giang Trần Thanh,hôm_nay 1 ghé mua 2 1 3 1 không 3 trứng cút hư thúi chua 2 đầu kì kì không hư 3 bánh_tráng rớt trứng cút trứng cút chua_lè thúi rùm hộp_số 3 giá xưa chất_lượng k an_toàn vệ_sinh thực_phẩm kì kì kiểm_tra kĩ tiếp,Negative
9016,Như Ý Lục,ngon ko thể tảrất ưng_ý ủng_hộ thường_xuyên,Positive
9017,Huy Nguyễn,chất_lượng ok order now giá 20k hơi đắt bánh_tráng chấm muối tắc mua ăn_liền tầm 1h bánh cứng khô cột túi ko nước_chấm bánh_tráng ko ngon thời đầu xó khuyến_mãi freship ủng_hộ,Positive
9018,Quyên Phương,chỗ sư vạn hạnh hôm công_việc q4 tấp vô mê nước_chấm,Neutral
9019,Mỹ Anh Nguyễn Thị,bánh_tráng pate thịt bằm ngon bịch 20k pate rau_răm trứng cút xoài sợi thịt bằm ôi siêu ngon pate,Positive
9020,Helen #,bánh_tráng bơ trứng muối ngon khô bò đen ok trứng_ung hôi hôi cảm_giác hơi sợ_hãi mong quán coi chất_lượng vệ_sinh an_toàn thực_phẩm,Negative
9021,Hoàng Thanh Trâm,bịch 20k wtf trời bánh_tráng trắng_bóc ko mùi_vị gà xé khô ngói ko khô bò tỏi phi đắng_nghét ko rau râm nc me đc xoài ko đậu_phộng sợ 20k tưởng 2k ko tâm,Neutral
9022,Ngân Trần,sấp_mặt cty rủ ăn_nói ngon không hấp_dẫn giá mềm thử đại ngon 15k 1 bánh_tráng nước_chấm chua chua_ngọt beo_béo mayonaise chấm 1 phát thơm thơm mùi hành phi_nữa trứng cút nha thích_hợp hội mê bánh_tráng trộn kiểu,Positive
9023,Trần Thanh Trúc,️ warning ️ ý_định thử bánh_tráng hồng must read hôm_qua youtube báo thanh_niên quảng_cáo ưng quán chi_nhánh 10 sáng_sủa không_gian chế_biến sạch_sẽ chỗ thực_đơn đa_dạng phong_phú hôm_nay mẹ công_ty rủ thử fody chi_nhánh 4 công_ty mẹ mua bánh_tráng ngon mùi_vị ổn nhai trúng cứng cứng nhè đá xanh đá xanh sốc văn_hoá tập 1 bánh_tráng toping đá xanh xong hộp bánh trang chiên hộp hộp hình 3 4 sốc văn_hoá tập 2 chẳng ong ruồi dơ nghỉ tự_tin khoe quán sạch_sẽ đảm_bảo_vệ_sinh khen quán 4 chủ hai chi_nhánh đảm_bảo_vệ_sinh an_toàn thực_khách đừng quán có_mặt chủ không đổ_thừa blabla không dẹp bớt d khuyên chân_thành giá_cả rẻ 20k bịch bánh_tráng trộn không lề_đường không ngon tí thịt băm pate bịch bánh_tráng bình_thường giá 10k đôn thành 20k bảo tiền chi mắc quán vệ_sinh sạch_sẽ không đằng tệ ăn_ở cổng trường_học thú_vị 3 thử đừng thân,Negative
9024,Mỹ Anh Nguyễn Thị,giao hàng delivery now bánh_tráng chiên phô_mai ngon bơ trứng cút pate bánh_tráng mua 10 giao hàng đc hộp thiệt hộp chứa 18 2 hộp dai dai bánh_tráng ko ko hộp kì_kì bánh_tráng trứng bơ muối bánh_tráng luon bánh_tráng pate thịt bằm bánh_tráng trộn giao mềm xèo bánh_tráng dính rau_răm thịt bằm trứng cút xoài hơi chua trộn bánh_tráng ngon lắm check out ig myanhnguyenthi to explore more places and somewhere in saigon_,Positive
9025,Phuong Ngoc,bánh_tráng trứng muối bơ now bánh khô_ráo hôm_nay bánh cũ hả trôngnos dĩa chả dĩa nãy muối tan thành bánh nhăn_nheo cố đấm xôi trứng_ung bảo bánh bánh hôm_qua,Neutral
9026,Huyen Nguyen,tình_cờ đc giới_thiệu q4 thử bánh_tráng cuộn chấm me củng đc ngon bánh_tráng chiên phô_mai tí pate sốt bơ ngon bá cháy d thiệt thử mua liền 2p,Positive
9027,Dminh98,đời đuổi xong kịp uống hết_nước cụ bánh_tráng bảo 2 đứng ngta dọn bàn 8h45 quán đông không 1,Negative
9028,NT Hoàng Trâm,thử hai món bánh_tráng chấm muối xanh vs bánh_tráng trộn thịt bằm bánh_tráng chấm không lắm nước_chấm hơi mặn bánh_tráng thịt bằm ổn đổi vị nổi_tiếng bánh_cuốn sốt me món ngon quán bắc hồng ngon tiền,Positive
9029,Zu Trần,ăn_ở thử bánh_tráng chiên bánh_tráng giòn_rụm gấp nhát kèm bơ pate trứng cút 1 2 ok hơi ngán bơ phô_mai pate gỏi xoài bình_thường bánh_tráng 1 3 ngon giá_cả rẻ quá_chừng hiền thân_thiện,Positive
9030,Minh Anh,đc hôm quán hồng ghé thử đồ rẻ 6 bánh_tráng cuộn nc sốt nc sốt ngon đừng bơ bánh_tráng phô_mai ko ngon gắp vỡ trơn phô_mai chả ︎ món ok,Positive
9031,Phụn Phụn,bịch bánh_tráng trộn 20k tòan bánh_tráng trứng cút tráng trộn tráng muối không quán đầu bịch bánh_tráng tệ,Negative
9032,Ngocyen_Dong,mua 4 2 bánh_cuốn cũ hôm bánh_tráng sượng trứng cút mùi thất_vọng hy_vọng quán cải_thiện,Negative
9033,Linh Nguyễn,quán vặt lí_tưởng chủ quán hiền_lành dễ_thương lắm bánh_tráng ngon bánh_tráng ưng dai dai chấm sốt bơ cay tuyệt_vời buồn buồn k rủ quán hồng oanh_tạc,Negative
9034,Rubi Lee,món yêu thích tụi thử bánh_tráng bơ đường đầu lạ lm tò_mò thử món bánh_tráng kĩ bánh_tráng 1 đường hơi mặn muối 1 tô xoài rau trứng khô gà đầy_đủ chất_lượng lạ lạ ngon bánh_tráng dẻo mềm ăn_không ngán không bụng món thử nè,Neutral
9035,Thu Thảo,1 chi_nhánh sư vạn_hạnh chi_nhánh 816 sư vạn hạnh p 12 10 tp hcm không_gian xe chạy thẳng nè tiện nguyên không_gian rộng bàn ghế quạt hổng lo nóng món oder món 1 3 5 78910 đợi lượt chụp hình dễ_thương lắm uống oder trà_tắt trà tắt vị đào uống lắm bánh_tráng ngon thích bánh_tráng chiên mùi phô_mai thơm thơm,Positive
9036,Ni Ni Nguyễn Trần,bánh_tráng hồng fody thất_vọng bánh_tráng trộn giá 20k dc bánh_tráng xí xi xoài vài_ba_lá rau héo xí xi khô gà xong 1 bịch bánh_tráng tệ,Negative
9037,Rosé,vặt hồng 23 đường 1 4 bánh_tráng chiên phô_mai thịt bằm pate khô bò trứng cút bơ combo ớt zl ngon mau ngán bánh_tráng bơ muối hơi mặn thích kiểu bánh_tráng màu đỏ ngon ko thích ‍ ️ đồ lẹ 1p30s liền gửi xe thẻ an_tâm,Positive
9038,Quốc Huy ♏️,lắm bánh_tráng trở_lại hồng update món lạ order thử bánh_tráng trứng muối thịt bánh_tráng 1 5 0 0 order hẳn 10 mồm mắm me chấm nhấn món bánh_tráng trứng thịt đc lạ_miệng nước_chấm kèm quán vặt giá bình_dân thử ủng_hộ ️,Positive
9039,Nguyễn Thị Minh Thư,k dô hẻm sâu không_gian hơi bé bàn giá_cả ok chất_lượng ngon bánh_tráng chấm sốt_me kêu xoài trộn y_bài món ko đặc_sắc lắm,Neutral
9040,Quỳnh Võ,minh thầy chê chất_lượng phục_vụ không tốt order delivery bánh_tráng hơi mini size ngon ko ngán chấm sốt chua chua_ngọt nước_chấm ngon chất_lượng bánh_tráng chiên trộn bánh_tráng bình_thường 1 lớp bate ngon bate vị ngon trộn trung bánh_tráng chiên lạ_miệng,Positive
9041,Đình Khôi,thề k ghé đồ ngon phục_vụ tệ tả mua bánh mua nức quán kế chủ bảo uống no không không thái_độ phục_vụ bye quán,Negative
9042,Thiên Hương,1 ️ ⃣ bánh_tráng sốt me bơ 15k 2 ️ ⃣ bánh_tráng trứng muối thịt 20k 2 quán đối_diện hồi lắm tiệm bắc chủ cũ không ngon thử ngon món trộn lắm ghé 2 hồi bánh_tráng sốt me bơ 10k 10 review nha vedet quán bàn sốt me ngon lắm hiuhiu trứng muối trứng muối thịt bằm lạ pate ngon ghét pate đc ghé thử đi quên uống hông lo khát dễ_thương nói_chuyện nhỏ_nhẹ xe miễn_phí kế hông nhà_nha lưu_ý giật đồ cẩn_thận nha hơi bất_tiện mưa ngoài_trời xập xệ thử lắm phiến_diện hài_lòng,Positive
9043,Hpnl23,2 quán la hồng bắc bảo hồng ngon vắng ngon phục_vụ dễ_thương chổ thoải_mái,Positive
9044,Phillip Le,bạn_bè giới_thiệu chỗ q4 bánh_tráng bánh_tráng chiên siêu ngon tiện đường đường 1 2 quán quán hồng_nha không_gian thoải_mái chỗ gửi xe rộng_rãi an_toàn bánh_tráng hơi mini size ngon ko ngán chấm sốt chua chua_ngọt nước_chấm ngon chất_lượng bánh_tráng chiên trộn bánh_tráng bình_thường 1 lớp bate ngon bate vị ngon trộn trung bánh_tráng chiên lạ_miệng hồng dễ_thương ngon chỗ không ngon chỗ cải_thiện món dịp q4 ghé chỗ,Positive
9045,Yung Yung,thường_xuyên ăn_ở ngon phục_vụ ân_cần nhanh_nhẹn ko tệ hỏi_thăm ngon ko dặn_dò đừng bấm đt khu cướp thử bắc 1 chã quẹo hồng_ bánh_tráng chiên,Positive
9046,Nhi Enby,phục_vụ quán tệ tệ chữ tệ ghé đợi không 1 câu kêu món không thái_độ khó_chịu đông 4 5 bàn đợi ông_già đoán chủ lo mua quán không đợi không mua đợi nửa tiếng đc ly nước_chấm đem bực không quán quán đối_diện bó_tay phục_vụ mua,Negative
9047,Quỳnh Múi,hôm thèm bánh_tráng mua thử bánh_tráng mini chỗ nổi_tiếng hàng hơi khó_chịu chẳng mua tiền bịch 10 giá 15k hủ sốt me bơ không cay đừng ớt sẵn liền không đợi đừng vệ_sinh cắn bánh_tráng ngon_lành quậy mê bơ chấm bánh tráng sốt ngon nha,Negative
9048,Hải Trân,hôm_nay dịp check 3 bánh_tráng ngon nước_chấm xuất_sắc nhanh_nhẹn duyệt hehe,Positive
9049,Foodee_4b553804,đời đuổi kêu bánh_tráng nướng bảo ko quán đối_diện mua đem chủ quán nạt vô mặt mua ko mua đàng_hoàng_tử_tế ko đc hả trời 10 bắc kêu 10 lần_vậy quán đối_diện kêu bánh_tráng đem ko hèn quán xe miễn_phí bắc,Neutral
9050,Kiihu. Miluu,bánh_tráng nổi_tiếng òi nè khu 2 tiệm nha hồng nè hình bánh_tráng 15k 1 bánh_tráng trộn 20k bánh_tráng chiên nha bánh_tráng cuộn bánh_tráng chiên ngon bánh_tráng trộn bình_thường lắm,Positive
9051,Chu Quang Nghĩa,kêu 120 cty bé tí_tẹo vô hộp bé giá mắc r nước_chấm kèm hơi thử món nhận_xét ng cty chê tỉ_lệ quán 0 k s cuộn bé xíu l,Negative
9052,Thị Phương Lê,sẵn dịp kiếm phòng trọ ghé 4 định mua 10 dè giới_thiệu 3 ngon thử 3 ngon thiệt 1 20k 13 1 truyền_thống không đễ ngon mua dìa phân_phát dãy trọ bã hí_hửng khen tự_hào hôm ghé thử bánh_tráng,Positive
9053,MỸ LINH,ăn_ở ngon nước_chấm ngon thèm giá_cả rẻ hợp_lý sinh_viên lắm,Positive
9054,Ngọc Ánh,bánh_tráng ngon giá không mắc sốt_béo béo sa tế cay xoài chua kèm ngon điệu nhắc thèm,Positive
9055,Hêuu Gấu,hôm_nay mua 3 3 chiên tiền áo hồng 105k k hộp 2 cuộn mong quán kiểm_tra hàng tốt giao,Positive
9056,Yumi Nguyen Nguyen,hồng viewthấy bảo mắc mặt_bằng tphcm giá k mắc 15k 10 kèm nước_chấm bảo 15k 10c gánh 2k 1 bự bánh_tráng k mua có_nhân rẻ lắm 15k 1p 3 mua 10c 2ng 2 ly nước_chấm nước_chấm nấu ấm ngon bánh_tráng sốt me bơ ngon st menu 1 2 k ngon bình_thường 1 ngon bánh_tráng bơ muối 3 ngon đơn_giản bánh_tráng muối bơ trứng cút ngon bánh_tráng trộn bơ đường hơi cứng k ngon lắm bánh_tráng trộn pate thịt bằm đồ ngon bánh_tráng chiên ngon chiên giòn k cứng bánh ngắn bánh_tráng pate bơ trứng khô mực kèm xoài đỡ ngán phục_vụ ok k nỡ trèo kéo k lạnh_nhạt thích j k chi_phối quán bắc quán hồng k lo hai quán món cạnh_tranh k dc quán quán xong quán kia_nha,Positive
9057,Iwantfood <3,bánh_tráng ngon không chất_lượng đầu hài_lòng sate ngon nước_chấm béo chắc_tay thử bánh_tráng nướng bao_ngon 2 nước_chấm kì kì bơ chả béo ớt bữa chả ngon_ăn cực ngán sữa sen ngon sản_xuất sẵn hok bàn_cãi,Positive
